imdb_id,title_x,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date,director_1_name,director_2_name,director_1_gender,director_2_gender,box_office_cleaned_inr_crore
tt4493550,Flat 211,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/32px-Flag_of_India.svg.png,https://en.wikipedia.org/wiki/Flat_211,Flat 211,Flat 211,0,2017,105,Crime|Mystery|Thriller,5.9,64.0,A very unfortunate incident happens inside a Flat numbered 211. Persons connected to this flat get involved in the incident which leads to a mess. As the plot progresses the suspense  regarding the person responsible for the incident  grows. The dramatic turn of events further deepens the mystery shrouding the incident.,An incident occurs at Flat 211 and the characters connected to this flat get involved in the incident leading to a mess. The mysterious identity of the person responsible for the incident grows leading to a dramatic turn of events.,,Jayesh Raj|Sonal Singh|Samonica Shrivastava|Digvijay Singh|Danish Kohli|Gautam Vig|Arif Bhaldar|Rahul Taneja|Pooja Gajria|Shailesh Upadhyay|Moumita Moitra|Piya Bhatnagar|Ravi Kaiwart|Jai Soni|,1 win & 3 nominations,2 June 2017 (India),Sunil Sanjan,,Male,,
tt5717110,Tum Bin II,https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/Tum_Bin_2_poster.jpg/220px-Tum_Bin_2_poster.jpg,https://en.wikipedia.org/wiki/Tum_Bin_2,Tum Bin 2,Tum Bin 2,0,2016,147,Drama|Romance,4.8,1028.0,This film centers around the life of Taran (Neha Sharma)  who loses her fiance Amar in a skiing accident. Her life changes when she meets Shekhar  who has seen the best and worst of times. The story explores old friendship  newfound love and a difficult decision.,This film centers around the life of Taran (Neha Sharma)  who loses her fiance Amar in a skiing accident. Her life changes when she meets Shekhar  who has seen the best and worst of times. ...                    ,Sometimes you can't let go of the past ...without facing it again,Neha Sharma|Aditya Seal|Aashim Gulati|Mouni Roy|Meher Vij|Sonia Balani|Kanwaljit Singh|Jaspreet Singh|Alishah Ahmad|Emma Sarah Richardson|Stephanie Payne|Edward York|Nicola Jane Macdonald|Harry Verma|,,18 November 2016 (India),Md. Shahnause,Anubhav Sinha,Unknown,Male,6.45
tt1727496,Dil Toh Baccha Hai Ji,https://upload.wikimedia.org/wikipedia/en/thumb/9/93/DilTohBachchaHaiJi.jpg/220px-DilTohBachchaHaiJi.jpg,https://en.wikipedia.org/wiki/Dil_Toh_Baccha_Hai_Ji,Dil Toh Baccha Hai Ji,Dil Toh Baccha Hai Ji,0,2011,143,Comedy|Drama|Romance,5.7,3387.0,After Mumbai-based Naren's Ahuja's wife  Madhvi  leaves him along with their daughter  he decides to move into an apartment  and share it with two others. He ends up having two tenants - a Casanova-type Abhay Suri  and an aspiring-nerdy poet  Milind Kelkar. While fending-off advances from his lawyer  Sunanda Pradhan  he falls head-over-heels with a new employee  June Pinto  at his bank where he works as a Loans Officer. Abhay decides to woo former Miss India  Anushka  who is married to wealthy Harsh  while Milind has given his heart to Gungun Sarkar. The trio then embark on a roller-coaster ride in order to woo and win the women they want to spend the remainder of their lives with.,Three roommates are in search of true love. They each find a girl with whom they fall head over heels in love with. Now they just have to get the women to reciprocate.,Love Grows | Men Don't !,Ajay Devgn|Emraan Hashmi|Omi Vaidya|Shazahn Padamsee|Shradha Das|Shruti Haasan|,,28 January 2011 (India),Madhur Bhandarkar,,Unknown,,40.8
tt5637188,Saat Uchakkey,https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/Saat_Uchakkey_poster.jpg/220px-Saat_Uchakkey_poster.jpg,https://en.wikipedia.org/wiki/Saat_Uchakkey,Saat Uchakkey,Saat Uchakkey,0,2016,139,Comedy,5.7,586.0,SAAT UCHAKKEY is a comedy caper about 7 petty crooks blundering their way through an exciting gamut of mystery  greed  treachery and running into one riotous crisis after another. Set against the gritty backdrop of Old Delhi  this burlesque film opens a window into the unpredictable world of magical realism  where the lingo is spattered with the choicest of swear words and the mannerisms with sidesplitting humor.,SAAT UCHAKKEY is a comedy caper about 7 petty crooks blundering their way through an exciting gamut of mystery  greed  treachery and running into one riotous crisis after another. Set ...                    ,,Manoj Bajpayee|Vijay Raaz|Aditi Sharma|Annu Kapoor|Jatin Sarna|Vipul Vig|Aparshakti Khurana|Kay Kay Menon|Lushin Dubey|Kali Prasad Mukherjee|Brijesh Karanwal|Anjor Sharma|Sunita Shirole|Ashok Pathak|,,14 October 2016 (India),Sanjeev Sharma,,Male,,
tt2321492,Krishna Aur Kans,https://upload.wikimedia.org/wikipedia/en/thumb/b/b8/KRISHNA_AUR_KANS.gif/220px-KRISHNA_AUR_KANS.gif,https://en.wikipedia.org/wiki/Krishna_Aur_Kans,Krishna Aur Kans,Krishna Aur Kans,0,2012,117,Action|Adventure|Animation,6.3,157.0,"It is the story of Krishna  the destiny's child  born as the nemesis of brutal king Kans who had tormented the kingdom with his ruthless dominance. Growing up as a naughty prankster  Krishna from a very early age displays his valiant powers over the deadly demons send by Kans  whose frustrations grow as every death defying duel hails Krishna emerging as a real hero among his folks. Years of futile efforts to eliminate his nemesis at last compels Kans to invite Krishna for a decisive duel in the coliseum as the massive crowd breathlessly witnesses the final faceoff between good and evil. As an epic magnum opus  ""Krishna aur Kans"" promises a complete entertainment package. The pace and speed of the film aptly support the emergence of Krishna  the greatest legendary heritage character of India  that manages to keep the graph of excitement soaring till the end. Adding another magic touch to the package is the heartwarming music of the film. Krishna aur Kans as an animated feature film ...",Hailed as India's first stereoscopic animated film  'Krishna Aur Kans' is an exciting narrative full of action and drama. The movie chronicles Krishna's early years -- from his birth as the nemesis of his tyrannical uncle Kans.,,Manoj Bajpayee|Harish Bhimani|Neetu Chaudhary|Juhi Chawla|Kenneth Desai|Meghna Erande|Meena Goculdas|A.K. Hangal|Ninad Kamat|Jameel Khan|Mukesh Khanna|Anupam Kher|Vinod Kulkarni|Rahul Mulani|,,3 August 2012 (India),Vikram Veturi,,Male,,
tt3619854,Creature 3D,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Creature_3d.jpg/220px-Creature_3d.jpg,https://en.wikipedia.org/wiki/Creature_3D,Creature,Creature,0,2014,134,Action|Horror|Sci-Fi,3.1,1160.0,A newly-opened forest lodge finds itself under attack from a recently awakened creature.,A newly-opened forest lodge finds itself under attack from a recently awakened creature.,,Bipasha Basu|Imran Abbas|Mukul Dev|Deep Raj Rana|Bikramjeet Kanwarpal|,,12 September 2014 (India),Vikram Bhatt,,Male,,32.0
tt5474036,Manmarziyaan,https://upload.wikimedia.org/wikipedia/en/thumb/b/b5/Manmarziyaan_official_poster.jpg/220px-Manmarziyaan_official_poster.jpg,https://en.wikipedia.org/wiki/Manmarziyaan,Manmarziyaan,Manmarziyaan,0,2018,156,Romance,6.9,5754.0,Rumi and Vicky are love birds where Rumi convinces her parents to let her marry her love  while Vicky is commitment phobic. In comes Robbie  a much well-settled NRI who falls for Rumi. Whom will she decide to settle down with forms the rest of the film.,A love triangle between a spirited young woman  her outgoing boyfriend and a fiance who's husband material.,,Taapsee Pannu|Abhishek Bachchan|Vicky Kaushal|Jasmin Bajwa|Ashnoor Kaur|Swairaj Sandhu|Neelu Kohli|Poonam Shah|Priyanka Shah|Sukhmani Sadana|Saurabh Sachdeva|Arshpreet Singh|,3 wins & 11 nominations,14 September 2018 (USA),Anurag Kashyap,,Male,,40.39
tt4744086,Ki & Ka,https://upload.wikimedia.org/wikipedia/en/thumb/b/b2/Ki_%26_Ka_poster.jpg/220px-Ki_%26_Ka_poster.jpg,https://en.wikipedia.org/wiki/Ki_%26_Ka,Ki & Ka,Ki & Ka,0,2016,126,Comedy|Romance,5.8,4853.0,Follows a young  married couple whose relationship challenges the gender roles placed upon women and men in Indian society.,Follows a young  married couple whose relationship challenges the gender roles placed upon women and men in Indian society.,stri-ling pul-ling samething! (femin-ine mascul-ine samething!),Amitabh Bachchan|Kareena Kapoor|Arjun Kapoor|Jaya Bachchan|Rajit Kapoor|Swaroop Sampat|Abhiroy Singh|Ratnesh Mani|N. Madhusudan|Tanvir Singh|Priyanka Moodley|Sanjeev Wadhwani|Geeta Udeshi|Richard John Lovatt|,,1 April 2016 (India),R Balki,,Unknown,,
tt2848824,Bajatey Raho,https://upload.wikimedia.org/wikipedia/en/thumb/4/45/Bajatey_Raho_Poster.jpg/220px-Bajatey_Raho_Poster.jpg,https://en.wikipedia.org/wiki/Bajatey_Raho,Bajatey Raho,Bajatey Raho,0,2013,107,Comedy|Drama|Thriller,5.3,693.0,Sabbarwahl is THE bad guy. He is evil  cunning and the biggest Con  all in the garb of a successful business entrepreneur. He frames Baweja - the honest man with principles in a bank fraud that costs Baweja his life  gets his assistant Saima behind bars and his family is left to face the music. Sabbarwahl himself is unscathed  scot free and goes on to commit one fraud after another and continues to live his high end debauched lifestyle. The VICTIMS: Mrs. Baweja. Sukhi (Baweja's son). Mintoo Hasan (Saima's husband). And Ballu (Sukhi's best Pal). The poor sods! The victims on the other hand are scraping by some scrawny jobs  surviving on meager monies and feeble hope. However they stick together whilst stringing random cons every now and then. Until you realize that all these random cons by the victims are not random at all.,Surviving family members and friends of a man who was conned by the cunning businessman Sabbarwahl string together a series of their own cons in an attempt to bring him down.,There's always a wrong way to do the right thing!,Tusshar Kapoor|Vinay Pathak|Ranvir Shorey|Vishakha Singh|Ravi Kishan|Dolly Ahluwalia|Kamlesh Gill|Hussan Saad|Maryam Zakaria|Scarlett Mellish Wilson|,,26 July 2013 (India),Shashant Shah,,Unknown,,
tt9176260,Bypass Road (film),https://upload.wikimedia.org/wikipedia/en/thumb/b/b3/Bypass_Road_Film.jpg/220px-Bypass_Road_Film.jpg,https://en.wikipedia.org/wiki/Bypass_Road_(film),Bypass Road,Bypass Road,0,2019,137,Drama|Thriller,7.1,51.0,The Story revolves around a young man Vikram (Neil Nitin Mukesh) who is a fashion prodigy. The story is layered with a murder in town.,The Story revolves around a young man Vikram (Neil Nitin Mukesh) who is a fashion prodigy. The story is layered with a murder in town.,,Neil Nitin Mukesh|Adah Sharma|Gul Panag|Taher Shabbir|Shama Sikander|Manish Chaudhary|Rajit Kapoor|,,8 November 2019 (USA),Naman Nitin Mukesh,,Male,,1.16
tt8983180,Made in China (2019 film),https://upload.wikimedia.org/wikipedia/en/thumb/3/3e/Made_In_China_poster.jpg/220px-Made_In_China_poster.jpg,https://en.wikipedia.org/wiki/Made_In_China_(2019_film),Made in China,Made in China,0,2019,128,Comedy|Drama,6.3,596.0,Story of Failed Gujarati Businessman  who jumps into unknown world of China to get once in a life time business idea  which will change his life.,Story of Failed Gujarati Businessman  who jumps into unknown world of China to get once in a life time business idea  which will change his life.,,Rajkummar Rao|Mouni Roy|Boman Irani|Paresh Rawal|Gajraj Rao|Sumeet Vyas|Amyra Dastur|,,25 October 2019 (USA),Mikhil Musale,,Unknown,,12.81
tt1395025,Agent Vinod (2012 film),https://upload.wikimedia.org/wikipedia/en/thumb/5/5e/Agent_Vinod_2.jpg/220px-Agent_Vinod_2.jpg,https://en.wikipedia.org/wiki/Agent_Vinod_(2012_film),Agent Vinod,Agent Vinod,0,2012,157,Action|Adventure|Thriller,5.1,6708.0,In Pakistan's Khyber Pakhtunkhua  RAW Agent Vinod (Saif Ali Khan) is rescued by colleague Rajan (Ravi Kishan) from a rogue Pakistani army officer (Shahbaz Khan). In Russia/Uzbekistan  an ex-KGB Officer is tortured and murdered. In Cape Town  a group of international business tycoons discusses a rumor that the dead KGB officer possessed a nuclear suitcase bomb. In Moscow  Rajan is exposed and shot dead while trying to send a Code Red message to India. In India  the head of RAW sees the incomplete message containing just number 242. Agent Vinod undertakes a globe-trotting secret mission to discover the reason why his colleague  Rajan  was murdered. A series of twists and turns take Vinod across the globe to Morocco and Latvia  Karachi to Delhi and finally London where he discovers the actual conspiracy.,A series of seemingly unconnected events across the world leads to Agent Vinod undertaking a globe-trotting mission to discover why his colleague was murdered.,,Kareena Kapoor|Saif Ali Khan|Gulshan Grover|Adil Hussain|Ravi Kishan|Rajat Kapoor|Prem Chopra|Ram Kapoor|Arif Zakaria|Zakir Hussain|Dhritiman Chatterjee|Shahbaaz Khan|Maryam Zakaria|Elena Kazan|,1 win & 6 nominations,23 March 2012 (USA),Sriram Raghavan,,Male,,73.0
tt7147540,Sui Dhaaga,https://upload.wikimedia.org/wikipedia/en/thumb/6/66/Sui_Dhaaga_New_Poster.jpg/220px-Sui_Dhaaga_New_Poster.jpg,https://en.wikipedia.org/wiki/Sui_Dhaaga,Made in India,Sui Dhaaga: Made in India,0,2018,122,Comedy|Drama,6.8,5850.0,"A heartwarming story of pride and self reliance  which finds its roots in the heart of India and reflects the passion that runs through the veins of every single Indian. Taking the message of ""Made in India"" forward  the film modestly tries to bring back our traditional art forms and handicrafts in focus. The film is helmed by National award winning Producer - Director Duo of Maneesh Sharma and Sharat Katariya ""Dum Laga Ke Haisha"" and features Varun Dhawan and Anushka Sharma in the lead roles. Through the hero and his wife  film talks about the need of social entrepreneurship as a tool for social and economic development of our artisans  living their life in the margins due to the changing times. Set in a small town in India  the film encapsulates the journey of an honest man from a humble background  who pursues his passion  overcoming all odds and soon finds himself on the cover of an international magazine with the world taking note and appreciating his talent. A clean family ...",An unemployed small-town man defies all odds and naysayers and starts his own garment business.,,Anushka Sharma|Varun Dhawan|Raghuvir Yadav|Ashish Verma|Siddharth Bhardwaj|Komal Chhabria|Namit Das|Anirban Bhattacharyya|Jeetendra Shastri|Komal Singh|Priyanka Arya|Sidharth Bhardwaj|Yamini Das|Mahesh Sharma|,1 win & 11 nominations,28 September 2018 (USA),Sharat Katariya,,Male,,125.09
tt9105014,Notebook (2019 film),https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Notebook_film_poster.jpg/220px-Notebook_film_poster.jpg,https://en.wikipedia.org/wiki/Notebook_(2019_film),Notebook,Notebook,0,2019,115,Drama|Romance,6.8,1335.0,In the Kashmir valley Kabir a former army officer comes as a teacher in a school which was once run by his father.The school has no facilities and is soon to be shut without a teacher.After finding about the new teacher students start to attend the school. But the they don't like Kabir as he is strict.Kabir then comes across the diary of previous teacher Firdaus and adopts her way of teaching and becomes friend of the students.He gets to know more about Firdaus and wants to know where and what she is doing presently.,An ex-army officer  Kabir  becomes a teacher in Kashmir in a school that is in a miserable condition. Things take a turn when Kabir finds a notebook  left behind by the previous year's teacher Firdaus (Pranutan Bahl).,,Zaheer Iqbal|Pranutan Bahl|Mir Mohammed Mehroos|Mir Mohammed Zayan|Soliha Maqbool|Baba Hatim|Adiba Bhat|Hafsa Ashraf|Madikha|Bareen|Mozim Bhat|Mir Sarwar|Hemant Kher|Shrysh Zutshi|,,29 March 2019 (USA),Nitin Kakkar,,Male,,3.72
tt7260848,Khajoor Pe Atke,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/KajurPeAtke.jpeg/220px-KajurPeAtke.jpeg,https://en.wikipedia.org/wiki/Khajoor_Pe_Atke,Khajoor Pe Atke,Khajoor Pe Atke,0,2018,119,Comedy,5.6,182.0,Hilarity ensues when a member of the Sharma family tethers between life and death as his relatives from across the country set up camp in Mumbai waiting for the inevitable that seems to have been delayed  indefinitely.,Hilarity ensues when a member of the Sharma family tethers between life and death as his relatives from across the country set up camp in Mumbai waiting for the inevitable that seems to have been delayed  indefinitely.,,Vinay Pathak|Suneeta Sengupta|Alka Amin|Manoj Pahwa|,,18 May 2018 (India),Sirajuddin Ansari,Harsh Chhaya,Unknown,Male,
tt5785170,Toilet: Ek Prem Katha,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Toilet_Ek_Prem_Katha.jpg/220px-Toilet_Ek_Prem_Katha.jpg,https://en.wikipedia.org/wiki/Toilet:_Ek_Prem_Katha,Toilet - Ek Prem Katha,Toilet - Ek Prem Katha,0,2017,155,Comedy|Drama,7.2,15738.0,Keshav and Jaya are from two villages near Mathura where at least 80% of households have no access to lavatories. Conflict comes knocking on the first day of their marriage  when Jaya discovers that Keshav's home has no toilet and she leaves. Distraught and desperate  Keshav embarks on a mission to win back his love by battling against the age-old traditions  mindset  and value system of his country.,A woman threatens to leave her husband unless he installs a toilet in their home. To win back her love and respect  he heads out on a journey to fight against the backward society.,What happens when two people in love cannot be together because of the lack of a toilet in the house?,Akshay Kumar|Bhumi Pednekar|Sudhir Pandey|Divyendu Sharma|Anupam Kher|Atul Srivastava|Shubha Khote|,4 wins & 16 nominations,11 August 2017 (India),Shree Narayan Singh,,Unknown,,311.5
tt3017412,Happy Ending (film),,https://en.wikipedia.org/wiki/Happy_Ending_(film),Happy Ending,Happy Ending,0,2014,135,Comedy|Romance,5.4,3136.0,A confused writer goes on the search of inspiration for his next story and falls in love with a best seller author who doesn't believe in love.,A confused writer goes on the search of inspiration for his next story and falls in love with a best seller author who doesn't believe in love.,,Saif Ali Khan|Ileana D'Cruz|Kalki Koechlin|Ranvir Shorey|Rahul Nath|Shivani Tanksale|Govinda|Preity Zinta|Kareena Kapoor|,1 win & 1 nomination,21 November 2014 (India),Krishna D.K.,Raj Nidimoru,Male,Male,
tt7471004,Aval (2017 film),https://upload.wikimedia.org/wikipedia/en/thumb/6/68/The_House_Next_Door_-_Poster.jpg/220px-The_House_Next_Door_-_Poster.jpg,https://en.wikipedia.org/wiki/The_House_Next_Door_(2017_film),The House Next Door,The House Next Door,0,2017,137,Horror,6.8,1655.0,The movie opens with an ancient Chinese mother and daughter. They seem to spend happy moments with each other with the mother being pregnant. The movie then moves to the present where a happy couple Krish [Siddharth] and Lakshmi [Andrea Jeremiah] make love  bringing in their memories of the times they met and how their love blossomed. They suddenly notice that a new family move in to the next house. Krish is a doctor who uses electrodes inserted into the brain to bring sensation to numb fingers. He is close to another doctor  Dr.Prasad  who is a psychiatrist.,A young married couple begin to encounter several paranormal attacks  when a family moves into a neighbouring house  that is being haunted by a vengeful spirit  which leads them to perform an exorcism in order to help save the neighbours.,,Prakash Belawadi|Khushi Hajare|Andrea Jeremiah|Atul Kulkarni|Avinash Raghudevan|Siddharth|Suresh|Anisha Victor|,,10 November 2017 (India),Milind Rau,,Male,,
tt3614516,Ankhon Dekhi,https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/Ankhon_Dekhi_%E2%80%93_Poster_1.jpg/220px-Ankhon_Dekhi_%E2%80%93_Poster_1.jpg,https://en.wikipedia.org/wiki/Ankhon_Dekhi,Ankhon Dekhi,Ankhon Dekhi,0,2013,107,Comedy|Drama,8.0,8672.0,Raje Bauji (Sanjay Mishra) is a man in his late fifties  living out a dreary but eventful life in a small house in old Delhi- where he lives with his extended family. A random incident is going to change his life in a dramatic way- though he does not realize at the moment. Bauji's daughter has been seeing a boy of ill repute. When that fact is revealed to the family  after much deliberation they decide to do the obvious- lock up the girl and go beat the willful boy. It is a funny old journey of this man  this old fool- who is both Lear and the fool.,Ankhon Dekhi centers around Raje Bauji  played by Sanjay Mishra who  after a dramatic incident  decides that he will only believe what he sees with his eyes.,,Sanjay Mishra|Seema Bhargava|Rajat Kapoor|Taranjit Kaur|Maya Sarao|Chandrachoor Rai|Namit Das|Brijendra Kala|Alka Chatwal|Manu Rishi Chadha|Mahesh Sharma|Anil Chaudhary|Manish Karnatak|Dhruv Uday Singh|,5 wins & 6 nominations,21 March 2014 (India),Rajat Kapoor,,Male,,47.23
tt6173826,Guest iin London,https://upload.wikimedia.org/wikipedia/en/thumb/f/fb/GuestInLondon.jpg/220px-GuestInLondon.jpg,https://en.wikipedia.org/wiki/Guest_Iin_London,Guest iin London,Guest iin London,0,2017,132,Comedy,5.4,1279.0,A young couple in London struggle to live with their estranged aunt and uncle  who overstay their welcome.,A young couple in London struggle to live with their estranged aunt and uncle  who overstay their welcome.,,Kartik Aaryan|Kriti Kharbanda|Paresh Rawal|Tanvi Azmi|Sanjay Mishra|Naveen Kaushik|,,7 July 2017 (USA),Ashwani Dhir,,Female,,10.64
tt3767372,Piku,https://upload.wikimedia.org/wikipedia/en/thumb/9/98/Piku.jpg/220px-Piku.jpg,https://en.wikipedia.org/wiki/Piku,Piku,Piku,0,2015,123,Comedy|Drama,7.6,25692.0,A quirky comedy about the relationship between a daughter and her aging father  whose eccentricities drive everyone crazy.,A quirky comedy about the relationship between a daughter and her aging father  whose eccentricities drive everyone crazy.,Motion Se Hi Emotion,Deepika Padukone|Amitabh Bachchan|Irrfan Khan|Moushumi Chatterjee|Raghuvir Yadav|Jishu Sengupta|Balendar Singh|Swaroopa Ghosh|Sajal Bhattacharya|Rupsa Banerjee|Nutan Mathur|Prerna Chawla|Aniruddha Roy Chowdhury|Bishwadeep Chatterjee|,30 wins & 12 nominations,8 May 2015 (USA),Shoojit Sircar,,Unknown,,141.0
tt9179426,Satellite Shankar,https://upload.wikimedia.org/wikipedia/en/thumb/2/25/Satellite_Shankar_poster.jpg/220px-Satellite_Shankar_poster.jpg,https://en.wikipedia.org/wiki/Satellite_Shankar,Satellite Shankar,Satellite Shankar,0,2019,135,Action|Drama,4.6,34.0,The extraordinary journey of a soldier that brought a nation together. It stars Sooraj Pancholi and Megha Akash in the lead roles and is directed by Irfan Kamal.,The extraordinary journey of a soldier that brought a nation together. It stars Sooraj Pancholi and Megha Akash in the lead roles and is directed by Irfan Kamal.,Life is a journey with one perfect end.,Suraj Pancholi|Anil Reji|,,8 November 2019 (India),Irfan Kamal,,Male,,0.54
tt1706317,Tezz,https://upload.wikimedia.org/wikipedia/en/thumb/0/06/Tezz_Movie_First_Look.jpg/220px-Tezz_Movie_First_Look.jpg,https://en.wikipedia.org/wiki/Tezz,Tezz,Tezz,0,2012,121,Action|Crime|Drama,3.9,2001.0,To revenge his past  Aakash Rana plants bomb in a train endangering lives of 500 passengers.,To revenge his past  Aakash Rana plants bomb in a train endangering lives of 500 passengers.,,Anil Kapoor|Ajay Devgn|Mohanlal|Kangana Ranaut|Zayed Khan|Boman Irani|Sameera Reddy|Philip Martin Brown|Sagar Arya|Dominic Power|Avika Gor|Puja Bhatt|Bhavna Pani|Mudit Kumar Nair|,,26 April 2012 (India),Priyadarshan,,Male,,26.0
tt3554418,Khoobsurat (2014 film),https://upload.wikimedia.org/wikipedia/en/thumb/7/79/Disney_Khoobsurat.jpg/220px-Disney_Khoobsurat.jpg,https://en.wikipedia.org/wiki/Khoobsurat_(2014_film),Khoobsurat,Khoobsurat,0,2014,130,Comedy|Romance,6.4,6981.0,Khoobsurat is a quirky  modern romantic comedy about what happens when a vibrant  hopelessly romantic physiotherapist meets handsome young Rajput prince who is the complete opposite of her and is engaged to someone else. It is a battle of values between two individually crazy families one that encourages discipline and self - restraint versus the other  which is all for spontaneity and open mindedness. Khoobsurat looks at universal themes: being able to love and respect yourself; and having to fight for the things you really want.,A hopelessly romantic physiotherapist meets a handsome young Rajput prince who is the complete opposite of her and engaged to someone else.,,Sonam Kapoor|Fawad Khan|Ratna Pathak Shah|Kiron Kher|,2 wins & 2 nominations,19 September 2014 (USA),Shashanka Ghosh,,Male,,79.43
tt2905838,Bang Bang!,https://upload.wikimedia.org/wikipedia/en/thumb/9/90/Bang_Bang_%282014_Film%29.jpg/220px-Bang_Bang_%282014_Film%29.jpg,https://en.wikipedia.org/wiki/Bang_Bang!,Bang Bang,Bang Bang,0,2014,153,Action|Adventure|Comedy,5.5,20431.0,A chance encounter of the unassuming bank receptionist Harleen Sahni with the charming yet mysterious Rajveer Nanda  results in an on-rush of ditched planes  car chases  shoot-outs  bombing raids and general global mayhem. But as the transcontinental chase ensues with Rajveer convincing Harleen that he's the good guy  can she really trust him  and will trust matter when the bullets start flying?,A young bank receptionist gets mixed up with Rajveer Nanda  a man who has a mysterious background.,,Hrithik Roshan|Katrina Kaif|Pavan Malhotra|Danny Denzongpa|Javed Jaffrey|Jimmy Sheirgill|Vikram Gokhale|Kanwaljit Singh|Deepti Naval|Kamlesh Gill|Parthaa Akerkar|Pratik Dixit|Pradeep Kabra|,2 wins & 12 nominations,2 October 2014 (USA),Siddharth Anand,,Male,,332.43
tt2229848,Chashme Baddoor (2013 film),https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Chashme_Baddoor_%282013_film%29_Poster.jpg/220px-Chashme_Baddoor_%282013_film%29_Poster.jpg,https://en.wikipedia.org/wiki/Chashme_Baddoor_(2013_film),Chashme Baddoor,Chashme Baddoor,0,2013,121,Comedy|Drama,5.4,4702.0,Siddharth   Omi and Jai are close friends and room mates who are studying at Delhi University. Siddharth has completed M.A in Economics and is preparing for PhD. Siddharth is very studious and spends most of his time with books whereas Omi and Jai are busy in chasing girls  watching movies or dramas; only common thing among them is smoking. One day Omi and Jai see a girl who is new to their neighborhood and try to impress her by their tricks; they give up when both of them experience shameful events. After some days  Neha shows up as Chamko washing powder salesgirl to their flat  upon seeing whom Jai and Omi hide quickly. Siddharth sees Neha for the first time and a love story begins. But when his two friends find out  they decide to put an end to their relationship as a revenge to the embarrassment inflicted upon them by the girl. Initially they succeed in separating Siddharth and Neha but later on repent when they find that Siddharth lost his interest in work and study and also ...,When pretty new neighbor Seema falls for their shy roommate Sid  jealous womanizers Omi and Jai plot to break up the new lovebirds.,,Ali Zafar|Siddharth|Divyendu Sharma|Taapsee Pannu|Rishi Kapoor|Anupam Kher|,1 win & 1 nomination,5 April 2013 (India),David Dhawan,,Male,,50.0
tt6041458,Devi (2016 film),https://upload.wikimedia.org/wikipedia/en/thumb/2/23/Devi_2016_poster.jpg/220px-Devi_2016_poster.jpg,https://en.wikipedia.org/wiki/Tutak_Tutak_Tutiya,Tutak Tutak Tutiya,Tutak Tutak Tutiya,0,2016,138,Comedy|Horror,5.4,658.0,The Hindi version of the trilingual horror-comedy wherein a husband finds out his wife is possessed. The Telugu version is Abhinetri (2016) and the Tamil version is Devi(L) (2016),The Hindi version of the trilingual horror-comedy wherein a husband finds out his wife is possessed. The Telugu version is Abhinetri (2016) and the Tamil version is Devi(L) (2016),,RJ Balaji|Tamannaah Bhatia|Prabhu Deva|Karishma Gulati|Esha Gupta|Hema|Farah Khan|Ravi Khanna|R.V. Udhaya Kumar|Joy Mathew|Sapthagiri|Murli Sharma|Kanwalpreet Singh|Sonu Sood|,,7 October 2016 (India),A.L. Vijay,,Unknown,,
tt3672618,Dekh Tamasha Dekh,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Dekh_Tamasha_Dekh.Jpg/220px-Dekh_Tamasha_Dekh.Jpg,https://en.wikipedia.org/wiki/Dekh_Tamasha_Dekh,Dekh Tamasha Dekh,Dekh Tamasha Dekh,0,2014,110,Comedy,6.2,273.0,"Inspired by a true incident  DEKH TAMASHA DEKH starts off when an underprivileged man gets crushed under the weight of a politician's [Satish Kaushik]. The film gets into the mood immediately after the death of this man. Be it the judge trying to get into the details of the man's death  be it the lawyers of the parties arguing the case  be it the sparking off of the communal riots. Since the deceased  who was a Hindu by birth  but had got converted to Islam  his death gives rise to a religious spark between two religious factions ""the Hindus and Muslims"" who want his body to be burnt and buried  respectively.",A social and political satire about a true incident it revolves around the search for the religious identity of a poor man crushed under the weight of a politician's hoarding. The film explores an Impossible India where bizarre is normal.,,Satish Kaushik|Tanvi Azmi|Vinay Jain|Sharad Ponkshe|Ganesh Yadav|Santosh Juvekar|Apoorva Arora|Alok Rajwade|Satish Alekar|Jaywant Wadkar|Dhiresh Joshi|Shashank Shende|,,18 April 2014 (India),Feroz Abbas Khan,,Male,,
